HPfrb1ch10-0001	aventure       	Au matin, Harry et Ron trouvaient finalement que cette rencontre avec le chien aux trois têtes était une belle aventure et ils avaient hâte d’en connaître d’autres.
HPfrb1ch10-0002	justifier      	Harry avait révélé à Ron l’existence du paquet transféré de Gringotts à Poudlard et ils s’étaient longuement demandé ce qui pouvait bien justifier une protection aussi dissuasive.
HPfrb1ch10-0003	protection     	Harry avait révélé à Ron l’existence du paquet transféré de Gringotts à Poudlard et ils s’étaient longuement demandé ce qui pouvait bien justifier une protection aussi dissuasive.
HPfrb1ch10-0004	dissuasif      	Harry avait révélé à Ron l’existence du paquet transféré de Gringotts à Poudlard et ils s’étaient longuement demandé ce qui pouvait bien justifier une protection aussi dissuasive.
HPfrb1ch10-0005	valeur         	– Ou bien c’est quelque chose qui a beaucoup de valeur, ou bien c’est un truc très dangereux, dit Ron.
HPfrb1ch10-0006	indice         	Et sans indice supplémentaire, ils n’avaient aucune chance d’en savoir davantage.
HPfrb1ch10-0007	avantageux     	Hermione refusait désormais de parler à Ron et Harry, ce qui leur paraissait plutôt avantageux.
HPfrb1ch10-0008	distribution   	Tout ce qu’ils souhaitaient, à présent, c’était se venger de Malefoy et l’occasion leur en fut donnée une semaine plus tard, à l’heure de la distribution du courrier.
HPfrb1ch10-0009	effrayer       	Au moment où les hiboux envahirent la Grande Salle, comme chaque matin, l’attention des élèves fut aussitôt attirée par un long paquet que portaient une demi-douzaine de grandes chouettes effraie.
HPfrb1ch10-0010	ouvrir         	N’OUVREZ PAS LE PAQUET PENDANT QUE VOUS SEREZ À TABLE.
HPfrb1ch10-0011	tâter          	Ça m’a l’air d’être un balai, dit Malefoy en tâtant le paquet.
HPfrb1ch10-0012	mêler          	Il le lui rendit avec une expression de mépris mêlée d’envie.
HPfrb1ch10-0013	comète         	Les Comète, c’est pas mal quand on n’y regarde pas de trop près.
HPfrb1ch10-0014	évidemment     	Mais évidemment, les Nimbus, c’est une autre classe.
HPfrb1ch10-0015	brindille      	Toi et tes frères, vous les achetez brindille par brindille.
HPfrb1ch10-0016	couiner        	– J’espère que vous n’êtes pas en train de vous disputer ? couina le professeur.
HPfrb1ch10-0017	gratifier      	Oui, oui, bien sûr, répondit le professeur Flitwick en gratifiant Harry d’un sourire rayonnant.
HPfrb1ch10-0018	trouble        	Puis Harry et Ron montèrent l’escalier en essayant de ne pas rire trop fort, tandis que Malefoy ne parvenait pas à dissimuler sa rage et son trouble.
HPfrb1ch10-0019	récompense     	– Alors, j’imagine que tu prends ça comme une récompense pour avoir violé le règlement ?
HPfrb1ch10-0020	violer         	– Alors, j’imagine que tu prends ça comme une récompense pour avoir violé le règlement ?
HPfrb1ch10-0021	désapprobateur 	Hermione montait l’escalier à grands pas en jetant un coup d’œil désapprobateur au paquet que portait Harry.
HPfrb1ch10-0022	admiration     	– Eh ben dis donc, soupira Ron avec admiration.
HPfrb1ch10-0023	superbe        	Même aux yeux de Harry qui n’y connaissait rien, le balai paraissait superbe.
HPfrb1ch10-0024	faisceau       	Il avait une forme élégante, avec un manche d’acajou étincelant et un long faisceau de brindilles droites et lisses.
HPfrb1ch10-0025	crépuscule     	Peu avant sept heures, il quitta le château et se rendit sur le terrain de Quidditch dans la lumière du crépuscule.
HPfrb1ch10-0026	stade          	C’était la première fois qu’il entrait dans le stade.
HPfrb1ch10-0027	gradin         	Il était entouré de gradins installés en hauteur qui permettaient aux spectateurs d’être suffisamment haut placés pour ne rien perdre du spectacle.
HPfrb1ch10-0028	spectateur     	Il était entouré de gradins installés en hauteur qui permettaient aux spectateurs d’être suffisamment haut placés pour ne rien perdre du spectacle.
HPfrb1ch10-0029	spectacle      	Il était entouré de gradins installés en hauteur qui permettaient aux spectateurs d’être suffisamment haut placés pour ne rien perdre du spectacle.
HPfrb1ch10-0030	poteau         	À chaque bout du terrain, étaient plantés des poteaux en or surmontés de larges cercles verticaux.
HPfrb1ch10-0031	surmonter      	À chaque bout du terrain, étaient plantés des poteaux en or surmontés de larges cercles verticaux.
HPfrb1ch10-0032	cercle         	À chaque bout du terrain, étaient plantés des poteaux en or surmontés de larges cercles verticaux.
HPfrb1ch10-0033	vertical       	À chaque bout du terrain, étaient plantés des poteaux en or surmontés de larges cercles verticaux.
HPfrb1ch10-0034	bâtonnet       	Ils ressemblaient un peu à ces bâtonnets en plastique à travers lesquels les enfants moldus soufflent des bulles, sauf que ces poteaux-là faisaient quinze mètres de hauteur.
HPfrb1ch10-0035	bulle          	Ils ressemblaient un peu à ces bâtonnets en plastique à travers lesquels les enfants moldus soufflent des bulles, sauf que ces poteaux-là faisaient quinze mètres de hauteur.
HPfrb1ch10-0036	impatient      	Impatient d’essayer son balai, Harry l’enfourcha sans attendre l’arrivée de Dubois et décolla aussitôt.
HPfrb1ch10-0037	enchaîner      	La sensation était extraordinaire, le Nimbus 2000 enchaînait les virages à la moindre caresse, montait en chandelle, descendait en piqué, passait à travers les cercles d’or, fonçait à toute vitesse sur toute la longueur du terrain.
HPfrb1ch10-0038	caresse        	La sensation était extraordinaire, le Nimbus 2000 enchaînait les virages à la moindre caresse, montait en chandelle, descendait en piqué, passait à travers les cercles d’or, fonçait à toute vitesse sur toute la longueur du terrain.
HPfrb1ch10-0039	participer     	Ce soir, je vais simplement t’apprendre les règles, ensuite, tu participeras aux entraînements trois fois par semaine.
HPfrb1ch10-0040	comporter      	Chaque équipe comporte sept joueurs.
HPfrb1ch10-0041	panier         	En fait c’est une sorte de basket-ball à six paniers qu’on joue sur des balais.
HPfrb1ch10-0042	adverse        	Mon rôle consiste à tourner autour des poteaux pour empêcher les poursuiveurs de l’équipe adverse de marquer.
HPfrb1ch10-0043	batte          	Dubois lui tendit une batte un peu plus courte que les battes de base-ball.
HPfrb1ch10-0044	lanière        	Harry remarqua que les deux balles essayaient de se dégager des lanières qui les maintenaient dans la boîte.
HPfrb1ch10-0045	libérer        	Il se pencha et libéra l’un des Cognards.
HPfrb1ch10-0046	zigzaguer      	Celui-ci donna un grand coup de batte dans la balle pour l’empêcher de lui casser le nez et l’envoya zigzaguer un peu plus loin.
